1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient
9.0,9.0,9.0,9.0,9.0,0.0,0.0,1.0
9.0,9.0,9.0,9.0,9.0,0.0,0.0,1.0
9.0,9.0,9.0,9.0,9.0,0.0,0.0,1.0
9.0,9.0,9.0,9.0,9.0,0.0,0.0,1.0
9.0,9.0,9.0,9.0,9.0,0.0,0.0,1.0
9.0,9.0,9.0,9.0,9.0,0.0,0.0,1.0
9.0,9.0,9.0,9.0,9.0,0.0,0.0,1.0
9.0,9.0,9.0,9.0,9.0,0.0,0.0,1.0
9.0,9.0,9.0,9.0,9.0,0.0,0.0,1.0
9.0,9.0,9.0,9.0,9.0,0.0,0.0,1.0
9.0,9.0,9.0,9.0,9.0,0.0,0.0,1.0
9.0,9.0,9.0,9.0,9.0,0.0,0.0,1.0
9.0,9.0,9.0,9.0,9.0,0.0,0.0,1.0
9.0,9.0,9.0,9.0,9.0,0.0,0.0,1.0
9.0,9.0,9.0,9.0,9.0,0.0,0.0,1.0
9.0,9.0,9.0,9.0,9.0,0.0,0.0,1.0
9.0,9.0,9.0,9.0,9.0,0.0,0.0,1.0
9.0,9.0,9.0,9.0,9.0,0.0,0.0,1.0
9.0,9.0,9.0,9.0,9.0,0.0,0.0,1.0
9.0,9.0,9.0,9.0,9.0,0.0,0.0,1.0
9.0,9.0,9.0,9.0,9.0,0.0,0.0,1.0
9.0,9.0,9.0,9.0,9.0,0.0,0.0,1.0
9.0,9.0,9.0,9.0,9.0,0.0,0.0,1.0
9.0,9.0,9.0,9.0,9.0,0.0,0.0,1.0
9.0,9.0,9.0,9.0,9.0,0.0,0.0,1.0
9.0,9.0,9.0,9.0,9.0,0.0,0.0,1.0
9.0,9.0,9.0,9.0,9.0,0.0,0.0,1.0
9.0,9.0,9.0,9.0,9.0,0.0,0.0,1.0
9.0,9.0,9.0,9.0,9.0,0.0,0.0,1.0
9.0,9.0,9.0,9.0,9.0,0.0,0.0,1.0
9.0,9.0,9.0,9.0,9.0,0.0,0.0,1.0
9.0,9.0,9.0,9.0,9.0,0.0,0.0,1.0
9.0,9.0,9.0,9.0,9.0,0.0,0.0,1.0
9.0,9.0,9.0,9.0,9.0,0.0,0.0,1.0
9.0,9.0,9.0,9.0,9.0,0.0,0.0,1.0
9.0,9.0,9.0,9.0,9.0,0.0,0.0,1.0
9.0,9.0,9.0,9.0,9.0,0.0,0.0,1.0
9.0,9.0,9.0,9.0,9.0,0.0,0.0,1.0
